reference,cave_height,cave_depth
0.0,30.0,-30.0
2.9239130977932137,29.161275700710878,-18.133231145239158
5.514324158111004,27.954323711789847,-8.659242653929093
7.487585318696148,31.848083065563014,-10.294475093365516
8.65202856112426,29.37818486109697,-2.4967393795154127
8.935843396822365,25.275347831070633,-7.993669965912224
8.396415579665113,24.385694953977726,-9.154320847282268
7.209734384872503,17.121305645579675,-6.604221649819232
5.641590146344928,21.422182383346225,-5.736769696523158
4.0051253736996015,14.077700574432718,-11.69804735424336
2.611426589237441,9.31167906210087,-14.197119203399874
1.720917456014432,17.30453761041559,-17.734438072339266
1.5031691037098716,18.042584286886893,-14.087182245236633
2.011404249992105,13.806387282113377,-10.227675840940137
3.175648661126249,13.65092547654677,-6.8477273486478065
4.815541920877708,21.346587208602912,-9.649729679524379
6.670721591109058,18.264669438500427,-9.405585926078817
8.443927290710706,23.651809872979136,-4.7667557074480875
9.849968676431626,30.649546584893255,-5.588688488913924
10.662778281967817,31.32623146981286,-6.7639369929142035
10.75307161711013,26.78523018264265,-6.225289655086257
10.110615506739284,31.09372809619041,-0.5199662211006686
8.84752915316426,25.187533118788757,1.2170399583148424
7.182030207066634,18.401720985160043,-3.2323985299839757
5.405120925682013,20.059630771606432,-7.59216089797318
3.835402959415144,23.99504024884983,-15.524481893565536
2.7690901250201834,22.206563296185223,-15.900331584862771
2.4330608410378245,22.880504114978887,-17.666424645355455
2.948333781086039,26.21701772290456,-11.58860961451811
4.309732884422238,19.244674032012835,-15.912993196692266
6.384984238251617,19.372127991231878,-17.638948492860415
8.933452859036946,26.925288021223494,-6.373510027213756
11.641657643780652,24.83739531323534,-7.007882761226194
14.170078968633714,29.030859207417862,1.563687303765482
16.20400695436713,34.845344922519075,-1.8754246675315365
17.500546271145744,29.548325710967063,3.6150376354308946
17.92449464051056,31.54005596454534,7.2296588415064935
17.467552627807564,37.25419247796545,8.448146056498935
16.24792900848622,28.75835967019851,6.447531201281105
14.4904702442114,30.560735515332112,1.1254247180356085
12.490484048630206,25.681838737405926,-2.8647815098380107
10.566968970689473,25.910606775310875,-9.681004314023681
9.012606152091674,25.956409028514063,-12.150907714153316
8.048358628976539,22.755615280166936,-7.898181534844918
7.789781725115566,24.73883269113109,-12.065557657297113
8.230292378244435,19.95637585254525,-9.82243009953137
9.243967567066706,27.84941028381963,-6.829342424981894
10.607363203101798,31.020587634046034,-3.185141118605886
12.03684861772606,26.55477731026163,-0.16423795878156433
13.235508743141015,26.61281944553614,5.257169544466414
13.942159952066,27.534303657737915,4.045321485448447
13.974692819362351,26.762980911414346,5.986042250493933
13.260848048268276,29.38225214542956,7.079074090032648
11.851510226612529,30.639274060599227,-2.322741264726808
9.914357230717663,33.10956821513629,-4.813673172581961
7.708798555549375,33.016639383234434,-12.279511874610375
5.5460873624564755,26.164749856399567,-11.927062177392369
3.7408348335226647,23.78722065166058,-7.009875693283099
2.561523026297649,24.39922357231145,-11.278485075519193
2.1877884955556848,18.604023122453242,-8.264718670561523
2.6812051102402785,15.793345579704543,-4.29755302105488
3.9741938069273255,13.83053666996788,-2.8536037018287237
5.878858432499621,12.746241877520747,-9.474225072100309
8.114433576758657,17.303872028530755,-8.61742198866715
10.349120381619043,23.25480997622384,-7.845198660742414
12.249835944070291,20.96471202119392,-7.2397932888135195
13.532163945089158,22.386944812578562,-6.568930521369319
14.00276265209375,25.105878725438735,-9.78714304588049
13.587666395218063,24.849828993869195,-3.271822574976083
12.342122990872358,26.98424479607396,-1.1803997766903649
10.440496436955256,21.07375237216041,-0.7866314452540557
8.147878938840865,25.185180585640634,0.4619873540807129
5.77791070469941,24.746882171072762,-6.180907120613938
3.6434526830636758,22.884530903586327,-15.471933329450561
2.0078603296227704,24.57959130226161,-12.563829623689385
1.0444932493589343,18.689691745688087,-14.497665471805108
0.8107846842533406,20.556843148791458,-18.203829124275586
1.2408927444470286,20.704665560740676,-20.321679540345425
2.158023945231248,14.272873335427,-13.276095291380944
3.3044196187675183,18.55214166342037,-16.777136248459115
4.3842140913979755,17.478241085310707,-8.213672421210681
5.11234705876268,20.98496908217053,-9.02800534406385
5.261759610330387,25.72228432931606,-8.295022707314327
4.701373513277351,17.60286966432915,-8.312553600202857
3.4188042362514928,19.864089691627328,-7.240918999364133
1.5241619212132678,16.797286576018063,-6.374941222104824
-0.7657264246833517,16.40894380109677,-12.0475990169587
-3.1602537775564326,15.965646395150438,-21.37427840876179
-5.340000270935486,12.579484140275568,-26.904198818551542
-7.006696245630235,5.190599639623222,-28.872574037331088
-7.930343992682576,10.264539704438864,-29.64488855016742
-7.986087987262812,7.9595484595250765,-22.8897625134258
-7.175013850304499,7.0787561508777905,-27.625876859077433
-5.62556131908329,6.681540087063506,-29.34945919372491
-3.5752637287803357,7.140429614011847,-24.12111196421703
-1.3356014537442296,13.549683130209516,-22.539706169359754
0.7546026136417655,18.535766838842672,-13.089774948259224
2.3800251685528053,14.9602838103538,-15.184950698430175
3.2960388615060654,20.57018457559359,-12.685426834960467
3.3649499682720885,18.556199387033903,-14.617105887405085
